//1	2	1	1	0	0	0	0
//TPB in polystyrene absorption length obtained from
//Francini2013 Fig. 20  https://doi.org/10.1088/1748-0221/8/09/P09006
//Absorption probability W was calculated using reflectance and transmittance as
//W = (1 - T - R)/(1 - R)
//Then it is assumed that W = 1 - exp(-L/absorption_length),
//where L is TBP thickness. L in Francini2013 was taken to be the
//same as in out detector which is ~0.4 mm (see Borisova's dissertation)
//Wavelength [nm]	Absorption length [mm]
317.967967967968	0.120233609030133
318.318318318318	0.118724601884599
318.668668668669	0.117261725255929
319.019019019019	0.115844184510475
319.369369369369	0.114471175873466
319.71971971972	0.11314187834181
320.07007007007	0.111855444525934
320.42042042042	0.110610991176417
320.770770770771	0.109407589440951
321.121121121121	0.10824425490813
321.471471471471	0.107119937504152
321.821821821822	0.106033511315702
322.172172172172	0.10498376441629
322.522522522523	0.103969388773107
322.872872872873	0.10298897030598
323.223223223223	0.102040979158463
323.573573573574	0.101123760222446
323.923923923924	0.100235523931258
324.274274274274	0.0993743373013279
324.624624624625	0.0985381151583813
324.974974974975	0.0977246114303521
325.325325325325	0.0969314098698768
325.675675675676	0.0961559131217335
326.026026026026	0.095395334483976
326.376376376376	0.0946466875166033
326.726726726727	0.0939067731699425
327.077077077077	0.0931721710515292
327.427427427427	0.0924403407984883
327.777777777778	0.0917109785165289
328.128128128128	0.0909840758367092
328.478478478478	0.0902596296405803
328.828828828829	0.089537642571912
329.179179179179	0.088818123606201
329.52952952953	0.0881010886844666
329.87987987988	0.0873865614185554
330.23023023023	0.0866745738759734
330.580580580581	0.0859651674531305
330.930930930931	0.0852583938468251
331.281281281281	0.0845543161348006
331.631631631632	0.0838530099772975
331.981981981982	0.0831545649526382
332.332332332332	0.08245908604108
332.682682682683	0.0817666952723387
333.033033033033	0.08107753355337
333.383383383383	0.0803917626940809
333.733733733734	0.0797095676495897
334.084084084084	0.0790311589983573
334.434434434434	0.0783567756758508
334.784784784785	0.0776866879831572
335.135135135135	0.0770212008890187
335.485485485485	0.0763606576416735
335.835835835836	0.0757054437034906
336.186186186186	0.0750559910160353
336.536536536537	0.0744127825955263
336.886886886887	0.0737763574478746
337.237237237237	0.0731473157779261
337.587587587588	0.0725263244482707
337.937937937938	0.0719141226181092
338.288288288288	0.0713115274612125
338.638638638639	0.0707194398230648
338.988988988989	0.0701388496301764
339.339339339339	0.0695708408090637
339.68968968969	0.0690165954089306
340.04004004004	0.0684773965522999
340.39039039039	0.0679546297648649
340.740740740741	0.0674497821648645
341.091091091091	0.0669644389312343
341.441441441441	0.0665002764292653
341.791791791792	0.0660590513661582
342.142142142142	0.0656425853925585
342.492492492492	0.0652527446765315
342.842842842843	0.0648914141683904
343.193193193193	0.0645604665577809
343.543543543544	0.0642617262979058
343.893893893894	0.0639969295205469
344.244244244244	0.0637676811565362
344.594594594595	0.0635754110573895
344.944944944945	0.0634213313182479
345.295295295295	0.0633063972569184
345.645645645646	0.0632312745434016
345.995995995996	0.0631963147565762
346.346346346346	0.0632015411646261
346.696696696697	0.0632466458225089
347.047047047047	0.0633309982337461
347.397397397397	0.063453664943707
347.747747747748	0.0636134386329582
348.098098098098	0.0638088746616617
348.448448448448	0.0640383326442758
348.798798798799	0.0643000205289543
349.149149149149	0.0645920387961197
349.4994994995	0.0649124227219737
349.84984984985	0.0652591811040349
350.2002002002	0.0656303303447542
350.550550550551	0.0660239232735519
350.900900900901	0.0664380725124989
351.251251251251	0.0668709685305441
351.601601601602	0.0673208927770999
351.951951951952	0.0677862264422686
352.302302302302	0.068265455470549
352.652652652653	0.0687571724738322
353.003003003003	0.069260076164759
353.353353353353	0.0697729688784779
353.703703703704	0.0702947526820332
354.054054054054	0.0708244244957844
354.404404404404	0.0713610705770985
354.754754754755	0.0719038606474731
355.105105105105	0.0724520418826454
355.455455455455	0.0730049329322105
355.805805805806	0.0735619180908421
356.156156156156	0.0741224417069735
356.506506506507	0.0746860028858176
356.856856856857	0.075252150520992
357.207207207207	0.0758204786717228
357.557557557558	0.0763906222896969
357.907907907908	0.0769622532902909
358.258258258258	0.0775350769563323
358.608608608609	0.0781088286582109
358.958958958959	0.0786832708714445
359.309309309309	0.0792581904713907
359.65965965966	0.0798333962842712
360.01001001001	0.0804087168738455
360.36036036036	0.0809839985436772
360.710710710711	0.0815591035358791
361.061061061061	0.0821339084140622
361.411411411411	0.0827083043547269
361.761761761762	0.0832821984486154
362.112112112112	0.0838555091168891
362.462462462462	0.0844281644499615
362.812812812813	0.0850001012551903
363.163163163163	0.0855712642005798
363.513513513514	0.0861416050447869
363.863863863864	0.086711081944664
364.214214214214	0.0872796588324485
364.564564564565	0.0878473048554911
364.914914914915	0.0884139938721411
365.265265265265	0.088979703998057
365.615615615616	0.0895444171978028
365.965965965966	0.0901081189171207
366.316316316316	0.0906720965148395
366.666666666667	0.0912444240867593
367.017017017017	0.0918349559352817
367.367367367367	0.0924529492074819
367.717717717718	0.093107060177611
368.068068068068	0.0938053303355584
368.418418418418	0.0945551671232077
368.768768768769	0.095363325032736
369.119119119119	0.096235891927974
369.469469469469	0.097178284445421
369.81981981982	0.0981952551774479
370.17017017017	0.0992909130958506
370.520520520521	0.100468757435327
370.870870870871	0.101731724132491
371.221221221221	0.103082243004233
371.571571571572	0.104522303216777
371.921921921922	0.106053524270522
372.272272272272	0.107677229691489
372.622622622623	0.109394520830857
372.972972972973	0.111206348562139
373.323323323323	0.113113581156992
373.673673673674	0.115117067146997
374.024024024024	0.117217692484454
374.374374374374	0.119416431761942
374.724724724725	0.121714393616604
375.075075075075	0.12411286072365
375.425425425425	0.126613324978172
375.775775775776	0.129217518585494
376.126126126126	0.131927441841907
376.476476476476	0.134745388404594
376.826826826827	0.137673968835638
377.177177177177	0.1407161331724
377.527527527528	0.143875193234918
377.877877877878	0.147154845337888
378.228228228228	0.150559194035849
378.578578578579	0.154092777499227
378.928928928929	0.157760595098718
379.279279279279	0.16156813422595
379.62962962963	0.165521379110166
379.97997997998	0.169626857332768
380.33033033033	0.173891691430213
380.680680680681	0.178323644819426
381.031031031031	0.182931173440712
381.381381381381	0.187723483981553
381.731731731732	0.192710599596857
382.082082082082	0.19790343417376
382.432432432432	0.203313876350466
382.782782782783	0.208954884693799
383.133133133133	0.214840595675688
383.483483483484	0.220986446372776
383.833833833834	0.227409314156169
384.184184184184	0.234128079512884
384.534534534535	0.241171750574965
384.884884884885	0.248579614991665
385.235235235235	0.256394496343261
385.585585585586	0.264663098270974
385.935935935936	0.273436747729249
386.286286286286	0.282772269874264
386.636636636637	0.29273302733452
386.986986986987	0.303390165195426
387.337337337337	0.314849773223994
387.687687687688	0.327350339072209
388.038038038038	0.341198020183878
388.388388388388	0.356748531358577
388.738738738739	0.37442452014045
389.089089089089	0.394740277572301
389.439439439439	0.418337419093705
389.78978978979	0.446037430422163
390.14014014014	0.47890530737069
390.490490490491	0.517713063085411
390.840840840841	0.562525923912053
391.191191191191	0.613196423910927
391.541541541542	0.669233624674896
391.891891891892	0.729557868165467
392.242242242242	0.792352839071794
392.592592592593	0.85654647118849
392.942942942943	0.92183775576894
393.293293293293	0.987956812012054
393.643643643644	1.05468847014878
393.993993993994	1.12191276019689
394.344344344344	1.18964879294352
394.694694694695	1.2581012613032
395.045045045045	1.32770985771625
395.395395395395	1.39920378154611
395.745745745746	1.47366636810872
396.096096096096	1.55261280302298
396.446446446446	1.63745067917887
396.796796796797	1.7287210972229
397.147147147147	1.82686221508023
397.497497497498	1.93230142650507
397.847847847848	2.04543601295932
398.198198198198	2.16660653777101
398.548548548549	2.29606114910229
398.898898898899	2.43390882911297
399.249249249249	2.58005972330696
399.5995995996	2.73415119050768
399.94994994995	2.8954593867506
400.3003003003	3.06296132461098
400.650650650651	3.23624962605097
401.001001001001	3.41526586911779
401.351351351351	3.60002414566221
401.701701701702	3.79065002231162
402.052052052052	3.98742795003474
402.402402402402	4.19085739934328
402.752752752753	4.40171926479679
403.103103103103	4.62115509587592
403.453453453453	4.8507633406821
403.803803803804	5.09271932058866
404.154154154154	5.34989385009923
404.504504504505	5.62485796499729
404.854854854855	5.91929030501729
405.205205205205	6.23498146321464
405.555555555556	6.57395261918956
405.905905905906	6.93849205361355
406.256256256256	7.33117624591788
406.606606606607	7.75491420516155
406.956956956957	8.21300083825197
407.307307307307	8.70918072727904
407.657657657658	9.24772473862802
408.008008008008	9.8335225494941
408.358358358358	10.4721950511074
408.708708708709	11.1702317494422
409.059059059059	11.9351598426035
409.409409409409	12.7757537659834
409.75975975976	13.7022968887874
410.11011011011	14.7269110527009
410.46046046046	15.8639752634755
410.810810810811	17.1306628336302
411.161161161161	18.5476377910007
411.511511511512	20.1399682346109
411.861861861862	21.9383394469738
412.212212212212	23.9806877129443
412.562562562563	26.3144348927201
412.912912912913	28.9995974728081
413.263263263263	32.1131961124869
413.613613613614	35.7556464079914
413.963963963964	40.0602513998271
414.314314314314	45.2077038239215
414.664664664665	51.4489760160381
415.015015015015	59.1428548147452
415.365365365365	68.8203486146239
415.715715715716	81.3014380637243
416.066066066066	97.9215523528036
416.416416416416	121.010386959783
416.766766766767	155.025815182652
417.117117117117	209.697244863031
417.467467467467	311.07394167316
417.817817817818	560.405036786302
418.168168168168	2108.46693499737
418.518518518518	3999.79999666694
418.868868868869	3999.79999666694
419.219219219219	3999.79999666694

