//1	2	0	0	0	0	0	0
//Energy[eV]	S(eps)
0	0.052200000000000066
0.02	0.051313130799159827
0.040000000000000001	0.050932699270933982
0.060000000000000005	0.050668944739883939
0.080000000000000002	0.050453053209010848
0.10000000000000001	0.050307261583491095
0.12000000000000001	0.05021220956486612
0.14000000000000001	0.050155909067815946
0.16	0.050119367880001812
0.18000000000000002	0.050094315361693065
0.20000000000000001	0.050076395442769893
0.22	0.050063136729362023
0.24000000000000002	0.050053052390541197
0.26000000000000001	0.050045204403641977
0.28000000000000003	0.050038977266394863
0.29999999999999999	0.050033953529573148
0.32000000000000001	0.050029841969254307
0.34000000000000002	0.050024660506238695
0.36000000000000004	0.050016245586404877
0.38	0.050026773439125968
0.40000000000000002	0.050090909641611774
0.42000000000000004	0.05026916416957232
0.44	0.050567486105257818
0.46000000000000008	0.050903689972863077
0.48000000000000004	0.051233890933102738
0.5	0.051558252219739031
0.52000000000000002	0.051886968697698307
0.54000000000000004	0.052243805418930631
0.56000000000000005	0.052630093769499328
0.58000000000000007	0.053020923391968976
0.59999999999999998	0.053401645705112813
0.62	0.053772797476709225
0.64000000000000001	0.054137027316575152
0.66000000000000003	0.054494715803237254
0.68000000000000005	0.054846178689573616
0.69999999999999996	0.055191742826452894
0.72000000000000008	0.055531720701095438
0.7400000000000001	0.055866409715639248
0.76000000000000001	0.056196109818779989
0.78000000000000003	0.056521084932987374
0.80000000000000004	0.056841094605481687
0.81999999999999995	0.057154616251912038
0.84000000000000008	0.057464502719842298
0.8600000000000001	0.05777849847904825
0.88	0.058104172433383929
0.90000000000000002	0.058442594753634274
0.92000000000000015	0.05878648149364419
0.93999999999999995	0.059137155552406111
0.96000000000000008	0.059506061368348712
0.98000000000000009	0.059915213962652938
1	0.060371850808813896
1.02	0.060874129053440584
1.04	0.061413737333878685
1.0600000000000001	0.061986963908761468
1.0800000000000001	0.062590252070690786
1.1000000000000001	0.063220114983004047
1.1200000000000001	0.063875765034489718
1.1400000000000001	0.064558790952430223
1.1600000000000001	0.065272304485361463
1.1799999999999999	0.066015834644171628
1.2	0.066785690190138094
1.2200000000000002	0.067574871183704824
1.24	0.068386135428805742
1.26	0.069228272278436004
1.28	0.07012014725109357
1.3	0.071066740100527881
1.3200000000000001	0.072066045378653548
1.3400000000000001	0.073105525277627398
1.3600000000000001	0.074178113038446403
1.3800000000000001	0.075281477344276371
1.3999999999999999	0.076416205236880211
1.4200000000000002	0.077583863869302466
1.4400000000000002	0.078784486173665735
1.46	0.0800186735148678
1.4800000000000002	0.081288948429496702
1.5	0.082593492443849698
1.52	0.083928304931892433
1.5400000000000003	0.085282054187066067
1.5600000000000001	0.086646419389141513
1.5800000000000001	0.08802163595611863
1.6000000000000001	0.08941244504507885
1.6200000000000001	0.090832559318812928
1.6399999999999999	0.092286903940854786
1.6600000000000001	0.093776577372214329
1.6800000000000002	0.095296817506407686
1.7	0.096839593622793096
1.7200000000000002	0.098407387517975245
1.74	0.10000578790950232
1.76	0.10165357469980067
1.7800000000000002	0.10336391709702009
1.8	0.10513614692964068
1.8200000000000001	0.10696413909759038
1.8400000000000003	0.10882755871456021
1.8600000000000001	0.11071356084468249
1.8799999999999999	0.11261583177386834
1.9000000000000001	0.11453003406390995
1.9200000000000002	0.11645368780631907
1.9399999999999999	0.11838586646168447
1.9600000000000002	0.12032707903042744
1.9800000000000002	0.12227930541413523
2	0.12424701196703013
2.02	0.12623400883592195
2.04	0.1282439735705137
2.0600000000000001	0.13028082315288531
2.0800000000000001	0.1323483949011259
2.1000000000000001	0.13445111856847253
2.1200000000000001	0.13659389630909266
2.1400000000000001	0.13878194364858706
2.1600000000000001	0.14102071284461873
2.1800000000000002	0.14331594578331552
2.2000000000000002	0.14567365791272144
2.2200000000000002	0.14810008416089726
2.2400000000000002	0.15060206023866632
2.2600000000000002	0.15318656857027071
2.2800000000000002	0.15585988677949067
2.2999999999999998	0.15862814155887014
2.3200000000000003	0.16149748043105541
2.3400000000000003	0.16447429734130764
2.3599999999999999	0.16756403637920719
2.3800000000000003	0.17077170291290938
2.3999999999999999	0.17410194501144335
2.4199999999999999	0.1775589820475478
2.4400000000000004	0.18114681066118207
2.46	0.18486922339571388
2.48	0.18872977443291564
2.5000000000000004	0.19273172344245068
2.52	0.19687803777122601
2.54	0.20117172376772124
2.5600000000000001	0.20561567428273866
2.5800000000000001	0.21021262407729074
2.6000000000000001	0.21496380317144911
2.6200000000000001	0.21987152404032331
2.6400000000000001	0.22493935189810019
2.6600000000000001	0.2301713133000283
2.6800000000000002	0.2355715337936288
2.7000000000000002	0.24114334547168295
2.7200000000000002	0.24689241524888839
2.7399999999999998	0.25282553829717663
2.7600000000000002	0.25895033725635491
2.7800000000000002	0.26527505763835046
2.7999999999999998	0.27180856592656483
2.8200000000000003	0.27856078323161765
2.8400000000000003	0.28554235561726043
2.8599999999999999	0.29276459345965539
2.8800000000000003	0.3002394930340167
2.9000000000000004	0.3079795920872217
2.9199999999999999	0.3159978496739087
2.9399999999999999	0.32430767490728035
2.9600000000000004	0.33292291791627832
2.98	0.34185986208539365
3	0.3511337674215993
3.0200000000000005	0.36075804480491058
3.04	0.37074562560373175
3.0600000000000001	0.38110902979718492
3.0800000000000005	0.39186294957484558
3.1000000000000001	0.40301978412870032
3.1200000000000001	0.41458895485068692
3.1400000000000006	0.42657856522400733
3.1600000000000001	0.43899549769447205
3.1800000000000002	0.45184917888432413
3.2000000000000002	0.46514580663324667
3.2199999999999998	0.47888633921267137
3.2400000000000002	0.49306936429274756
3.2600000000000002	0.50769122761610863
