//3	4	1	1	0	0	0	0
//Energy[eV]	XS[cm2]
0.002026522952718	2.83903543608978E-17
0.00232716730065	2.83903543608978E-17
0.003256316837519	2.83903543608978E-17
0.004408814998047	2.83903543608978E-17
0.006676519354111	2.83903543608978E-17
0.010244714983857	2.83903543608978E-17
0.014429779510357	2.83903543608978E-17
0.015311106806286	2.80986670472609E-17
0.019795954500484	2.78099765785332E-17
0.024928907447181	2.7524252164622E-17
0.032230949977345	2.72414633317774E-17
0.040588210530604	2.69615799193418E-17
0.056420663307835	2.66845720765333E-17
0.064365552413618	2.64104102592622E-17
0.078428962658894	2.61390652269796E-17
0.096196707200091	2.56047100542095E-17
0.117989657932709	2.53416429224216E-17
0.140956340147026	2.48235892787852E-17
0.171754286623454	2.43161260920701E-17
0.201171271504983	2.4066298090359E-17
0.226495586028407	2.35743160411794E-17
0.255007835396024	2.30923914730385E-17
0.287109330709913	2.26203187830591E-17
0.314845888324736	2.2387913793126E-17
0.356822781012571	2.19302425857204E-17
0.404396251534412	2.14819274503465E-17
0.464390364695408	2.12612184859538E-17
0.512618983687747	2.08265800633971E-17
0.558450441864522	2.0612604249157E-17
0.612400248432977	2.04008268587072E-17
0.698635534884813	2.04008268587072E-17
0.812920885927951	2.01912253050688E-17
0.921303729908754	2.04008268587072E-17
1.03047116975432	2.04008268587072E-17
1.1079094532817	2.0612604249157E-17
1.191167101709	2.10427771228774E-17
1.28068143113232	2.17049275556253E-17
1.35890158008442	2.21578965714584E-17
1.45142854581751	2.30923914730385E-17
1.50002842408551	2.35743160411794E-17
1.57081430724826	2.45685475142651E-17
1.65581180126723	2.58705080395589E-17
1.75694377880925	2.7524252164622E-17
1.85201282525345	2.9587699123238E-17
1.92667553996954	3.14790606505946E-17
2.00434823436438	3.34913254091306E-17
2.08515225384712	3.63758454300023E-17
2.19798081379032	4.07520201076343E-17
2.28659100709663	4.5185604106771E-17
2.37877346377691	5.11471258594574E-17
2.49102705695813	5.91034136978721E-17
2.62581769159768	7.19166373388398E-17
2.73167585549965	8.66086131588015E-17
2.80460837602438	1.01120104780431E-16
2.8794881087483	1.15649496754324E-16
2.95636704193841	1.32266537189317E-16
3.01537027308706	1.51271188816468E-16
3.09587709965244	1.80302951779068E-16
3.17853336344664	2.1490645161576E-16
3.24197059437794	2.50914569726808E-16
3.328527382014	3.05311165380682E-16
3.41739513369731	3.63906073323932E-16
3.48559957250325	4.20514170394104E-16
3.57866096624467	4.96069078278814E-16
3.67420698933749	5.79186703774019E-16
3.7972347559663	6.7623089710113E-16
3.92438200508632	7.575844572217E-16
4.0027048977708	8.14379291638969E-16
4.08259096027681	8.57535676431969E-16
4.21929312467838	9.02979046622954E-16
4.41840027848779	9.31392975211954E-16
4.5965252649868	9.41061601642629E-16
4.78183124660065	9.6070100133387E-16
5.00748440256149	9.90931259443811E-16
5.20935793944836	1.03272314193501E-15
5.41936987909777	1.0874502178265E-15
5.6378483160215	1.16897453431655E-15
5.86513457165211	1.2696552451255E-15
6.14190848063713	1.39332255362621E-15
6.47425001008404	1.54490798578584E-15
6.82457469452965	1.67796685882133E-15
7.14662428986113	1.80376121613156E-15
7.63323455690799	1.91906469257018E-15
7.9934445641474	1.9794516609459E-15
8.5377144230656	2.04173881849384E-15
9.05917220143925	2.08434870147231E-15
9.8043250884468	2.12784782753662E-15
10.7514842316824	2.19480454867649E-15
 
