//1	2	1	1	0	0	0	0
//Energy[eV]	XS[cm2]
0	2.9410158600000036e-17
0.001	2.9385174918147387e-17
0.002	2.9360191236294732e-17
0.0030000000000000001	2.9335207554442089e-17
0.0040000000000000001	2.9310223872589433e-17
0.0050000000000000001	2.9285240190736784e-17
0.0060000000000000001	2.9260256508884135e-17
0.0070000000000000001	2.9235272827031486e-17
0.0080000000000000002	2.9210289145178836e-17
0.0089999999999999993	2.9185305463326181e-17
0.01	2.9160321781473532e-17
0.010999999999999999	2.9135338099620883e-17
0.012	2.9110354417768234e-17
0.012999999999999999	2.9085370735915584e-17
0.014	2.9060387054062935e-17
0.014999999999999999	2.9035403372210286e-17
0.016	2.9010419690357637e-17
0.017000000000000001	2.8985436008504981e-17
0.017999999999999999	2.8960452326652338e-17
0.019	2.8935468644799683e-17
0.02	2.8910484962947034e-17
0.021000000000000001	2.8899767959516417e-17
0.021999999999999999	2.8889050956085807e-17
0.023	2.8878333952655185e-17
0.024	2.8867616949224569e-17
0.025000000000000001	2.8856899945793958e-17
0.025999999999999999	2.8846182942363342e-17
0.027	2.8835465938932726e-17
0.028000000000000001	2.882474893550211e-17
0.029000000000000001	2.8814031932071493e-17
0.029999999999999999	2.8803314928640883e-17
0.031	2.8792597925210267e-17
0.032000000000000001	2.878188092177965e-17
0.033000000000000002	2.8771163918349034e-17
0.034000000000000002	2.8760446914918418e-17
0.035000000000000003	2.8749729911487802e-17
0.035999999999999997	2.8739012908057191e-17
0.036999999999999998	2.8728295904626575e-17
0.037999999999999999	2.8717578901195953e-17
0.039	2.8706861897765343e-17
0.040000000000000001	2.8696144894334726e-17
0.041000000000000002	2.8688714757754597e-17
0.042000000000000003	2.8681284621174475e-17
0.042999999999999997	2.8673854484594352e-17
0.043999999999999997	2.8666424348014229e-17
0.044999999999999998	2.86589942114341e-17
0.045999999999999999	2.8651564074853977e-17
0.047	2.8644133938273849e-17
0.048000000000000001	2.8636703801693726e-17
0.049000000000000002	2.8629273665113603e-17
0.050000000000000003	2.8621843528533474e-17
0.050999999999999997	2.8614413391953351e-17
0.051999999999999998	2.8606983255373229e-17
0.052999999999999999	2.8599553118793106e-17
0.053999999999999999	2.8592122982212977e-17
0.055	2.8584692845632854e-17
0.056000000000000001	2.8577262709052725e-17
0.057000000000000002	2.8569832572472603e-17
0.058000000000000003	2.856240243589248e-17
0.058999999999999997	2.8554972299312351e-17
0.059999999999999998	2.8547542162732228e-17
0.060999999999999999	2.854146035797804e-17
0.062	2.8535378553223846e-17
0.063	2.8529296748469658e-17
0.064000000000000001	2.8523214943715471e-17
0.065000000000000002	2.8517133138961276e-17
0.066000000000000003	2.8511051334207089e-17
0.067000000000000004	2.8504969529452901e-17
0.068000000000000005	2.8498887724698707e-17
0.069000000000000006	2.8492805919944519e-17
0.070000000000000007	2.8486724115190331e-17
0.070999999999999994	2.8480642310436137e-17
0.071999999999999995	2.8474560505681949e-17
0.072999999999999995	2.8468478700927755e-17
0.073999999999999996	2.8462396896173567e-17
0.074999999999999997	2.8456315091419379e-17
0.075999999999999998	2.8450233286665185e-17
0.076999999999999999	2.8444151481910997e-17
0.078	2.8438069677156809e-17
0.079000000000000001	2.8431987872402615e-17
0.080000000000000002	2.8425906067648427e-17
0.081000000000000003	2.842179902279298e-17
0.082000000000000003	2.8417691977937533e-17
0.083000000000000004	2.841358493308208e-17
0.084000000000000005	2.8409477888226632e-17
0.085000000000000006	2.8405370843371185e-17
0.085999999999999993	2.8401263798515738e-17
0.086999999999999994	2.8397156753660291e-17
