//1	2	1	1	0	0	0	0
//Energy [eV]	Trasnport XS[cm^2]
0.06443913298545279	1.284935315271222e-16
0.06617728865075462	1.2347109018768743e-16
0.06796232863893378	1.184735211626921e-16
0.06979551758915656	1.1353711548191515e-16
0.07167815425246572	1.0869867894518646e-16
0.07361157241190046	1.0397301658787051e-16
0.07559714182743565	9.936624334955205e-17
0.07763626920640973	9.488394704684156e-17
0.07973039920012773	9.053107467976982e-17
0.08188101542734741	8.63117952532536e-17
0.08408964152537145	8.222934597464459e-17
0.08635784222949204	7.828586014297314e-17
0.0886872244815519	7.448217488849007e-17
0.09107943856840663	7.081761675010068e-17
0.09353617929109649	6.728976289206531e-17
0.09605918716555398	6.389417555860388e-17
0.09865024965569935	6.062410714433204e-17
0.10131120243979728	5.747045853974436e-17
0.10404393071097112	5.442836505503508e-17
0.10685037051279737	5.149848654648517e-17
0.10973251011092557	4.8680648747833674e-17
0.11269239140169583	4.597334867374101e-17
0.11573211135875187	4.337355088062591e-17
0.11885382351867453	4.087646111313088e-17
0.12205973950668773	3.8475739092653063e-17
0.12535213060351882	3.616904033250323e-17
0.12873332935452234	3.395701331303376e-17
0.13220573122220802	3.183943606866281e-17
0.13577179628334304	2.981498514188139e-17
0.13943405097183148	2.788106752814451e-17
0.14319508986860544	2.6033634002990087e-17
0.147057577539796	2.4266972017088422e-17
0.15102425042448658	2.2573527606775512e-17
0.1550979187733849	2.0949735146657296e-17
0.159281468639789	1.9402813001010902e-17
0.16357786392425616	1.7941816249329174e-17
0.1679901484744239	1.657645785755868e-17
0.17252144824147134	1.531684977152415e-17
0.17717497349474703	1.41681015855041e-17
0.1819540210961343	1.3129961084926436e-17
0.18686197683576378	1.2200884812094641e-17
0.19190231783072884	1.1378020366804821e-17
0.19707861498850315	1.0657017040542299e-17
0.2023945355368048	1.0032045993150664e-17
0.2078538456217008	9.502536793723505e-18
0.21346041297579135	9.075498847079316e-18
0.21921820965836467	8.758721466168315e-18
0.22513131486946422	8.560365928174377e-18
0.23120391783986044	8.488974972825552e-18
0.23744032079897634	8.553481747594815e-18
0.24384494202286838	8.763218075781133e-18
0.25042231896442235	9.12792116744403e-18
0.25717711146798233	9.654105231559342e-18
0.2641141050706889	1.0335580162204747e-17
0.27123821439286716	1.1161154140809101e-17
0.27855448661986554	1.2116572800845775e-17
0.28606810507781194	1.3184126106726607e-17
0.293784392905822	1.4342214387232325e-17
0.3017088168272581	1.556493659276792e-17
0.3098469910227149	1.6834034447247492e-17
0.3182046811074721	1.8155870430522885e-17
0.3267878082162334	1.9541400648668505e-17
0.33560245319804677	2.1003106334708923e-17
0.3446548609243747	2.2555161095721766e-17
0.35395144471337087	2.4213231399047805e-17
0.363498790873494	2.598132159013945e-17
0.37330366336967985	2.7845949173450206e-17
0.38337300861537754	2.978959210615952e-17
0.3937139603938422	3.179126040000356e-17
