//1	2	1	1	0	0	0	0
//Energy [eV]	Elastic XS[cm^2]
0.43794335331652984	0.0
0.44975626397161683	0.0
0.4618878114026437	0.0
0.4743465903918741	0.0
0.48714142755382617	0.0
0.5002813875886247	0.0
0.5137757797040269	0.0
0.5276341642106751	0.0
0.5418663592952464	0.0
0.5564824479762989	0.0
0.5714927852477425	0.0
0.5869080054149932	0.0
0.6027390296290122	0.0
0.6189970736235632	0.0
0.6356936556611729	0.0
0.6528406046934225	0.0
0.6704500687413504	0.0
0.6885345235019052	0.0
0.7071067811865475	0.0
0.7261799995982571	0.0
0.7457676914533843	0.0
0.7658837339549405	0.0
0.7865423786241177	0.0
0.8077582613969991	0.0
0.8295464129936156	0.0
0.851922269566689	0.0
0.8749016836376148	0.0
0.898500935327425	0.0
0.9227367438906924	0.0
0.947626279560545	0.0
0.9731871757131815	0.0
0.9994375413605104	0.0
1.0263959739797586	0.0
1.0540815726891442	0.0
1.082513951778936	0.0
1.1117132546075088	0.0
1.1417001678722078	0.0
1.1724959362651675	0.0
1.204122377524438	0.0
1.2366018978910964	0.0
1.269957507983301	0.0
1.3042128390985115	0.0
1.3393921599554546	0.0
1.375520393887669	0.0
1.412623136500823	0.0
1.4507266738063258	0.0
1.4898580008440467	0.0
1.53004484080738	0.0
1.5713156646841642	0.0
1.6136997114273886	0.0
1.6572270086699918	0.0
1.7019283939983971	0.0
1.7478355367998712	0.0
1.7949809606992044	0.0
1.8433980666005607	0.0
1.8931211563508765	0.0
1.9441854570415298	0.0
1.996627145965511	0.0
2.050483376247799	0.0
2.1057923031670502	0.0
2.1625931111873116	0.0
2.220926041718852	0.0
2.2808324216278035	0.0
2.3423546925148373	0.0
2.4055364407835502	0.0
2.4704224285199436	0.0
2.537058625204809	0.0
2.6054922402815066	0.0
2.6757717566022463	0.0
2.74794696477649	0.0
2.8220689984458986	0.0
2.898190370510742	0.0
2.9763650103334673	0.0
3.0566483019458075	0.0
3.1390971232864318	0.0
3.2237698864970223	0.0
3.3107265793052485	0.0
3.4000288075239906	0.0
3.4917398386969523	0.0
3.5859246469215034	0.0
3.682649958880607	0.0
3.7819843011163594	0.0
3.883998048578666	0.0
3.98876347448349	0.0
4.096354801515895	0.0
4.206848254414285	0.0
4.320322113972984	0.0
4.436856772501462	0.0
4.55653479077954	0.0
4.679440956548814	0.0
4.805662344581873	0.0
4.935288378371755	0.0
5.068410893485384	0.0
5.205124202625939	0.0
5.345525162450094	0.0
5.489713242187661	0.0
5.637790594112079	0.0
5.789862125911763	0.0
5.946035575013605	0.0
6.106421584911182	0.0
6.271133783551888	0.0
6.44028886383839	0.0
6.6140066663015	0.0
6.792410264003098	0.0
6.9756260497290885	0.0
7.163783825534371	0.0
7.357016894703096	0.0
7.555462156189409	0.0
7.759260201605685	0.0
7.968555414826766	0.0
8.183496074281006	0.0
8.404234458000392	0.0
8.63092695150424	0.0
8.86373415859299	0.0
9.102821015130397	0.0
9.348356905894931	0.0
9.600515784583036	0.0
9.85947629704927	0.0
10.125421907870798	0.0
10.398541030325628	0.0
10.679027159876973	0.0
10.967079011258079	0.0
11.262900659254715	0.0
11.566701683285183	0.0
11.878697315880007	0.0
12.199108595166829	0.0
12.528162521468245	0.0
12.866092218123661	0.0
13.213137096649213	0.0
13.569543026352447	0.0
13.935562508522327	0.0
14.311454855317635	0.0
14.697486373480634	0.0
15.093930553006297	0.0
15.501068260900395	0.0
15.91918794016419	0.0
16.34858581414627	0.0
16.78956609640653	0.0
17.242441206241075	0.0
17.707531990020357	0.0
18.18516794849788	0.0
18.67568747025004	0.0
19.179438071412687	0.0
19.696776641884433	0.0
20.228069698170664	0.0
20.773693643047967	0.0
21.33403503223241	0.0
21.90949084824089	0.0
22.500468781639636	0.0
23.107387519878756	0.0
23.730677043917964	0.0
24.370778932853177	0.0
25.028146676759977	0.0
25.70324599797583	0.0
26.39655518104808	0.0
27.1085654115822	0.0
27.83978112422976	0.0
28.590720360062853	0.0
29.361915133588504	0.0
30.15391180966234	0.0
30.967271490569413	0.0
31.802570413545713	0.0
32.660400359022226	0.0
33.54136906988118	0.0
34.44610068202057	0.0
35.375236166533185	0.0
36.32943378381232	0.0
37.30936954990645	0.0
38.31573771545349	0.0
39.349251257533105	0.0
40.41064238478658	0.0
41.500663056161265	0.0
42.62008551364736	0.0
43.76970282938501	0.0
44.95032946752814	0.0
46.162801861264505	0.0
47.407979005399575	0.0
48.68674306492452	0.0
49.99999999999999	0.0
