//1	2	1	1	0	0	0	0
//Energy [eV]	Elastic XS[cm^2]
0.01	0.0
0.010269736041559445	0.0
0.010546747836330505	0.0
0.010831231637600242	0.0
0.011123388992314211	0.0
0.011423426883865485	0.0
0.011731557878735246	0.0
0.012048000277088803	0.0
0.012372978267433698	0.0
0.012706722085449557	0.0
0.01304946817710207	0.0
0.013401459366156816	0.0
0.013762945026211504	0.0
0.014134181257368551	0.0
0.014515431067673178	0.0
0.014906964559445493	0.0
0.015309059120638667	0.0
0.015721999621358725	0.0
0.016146078615685157	0.0
0.016581596548935408	0.0
0.017028861970519966	0.0
0.017488191752538986	0.0
0.017959911314275226	0.0
0.018444354852742345	0.0
0.01894186557945199	0.0
0.019452795963567235	0.0
0.01997750798161485	0.0
0.020516373373933153	0.0
0.02106977390803717	0.0
0.02163810164908781	0.0
0.022221759237656395	0.0
0.02282116017498164	0.0
0.023436729115921	0.0
0.024068902169803938	0.0
0.024718127209400382	0.0
0.025384864188223027	0.0
0.026069585466388562	0.0
0.02677277614526849	0.0
0.027494934411166662	0.0
0.028236571888267125	0.0
0.028998214001102113	0.0
0.029780400346797204	0.0
0.030583685077357262	0.0
0.031408637292263945	0.0
0.03225584144166311	0.0
0.033125897740427436	0.0
0.034019422593388006	0.0
0.034937049032035865	0.0
0.035879427163002804	0.0
0.03684722462863968	0.0
0.03784112708001777	0.0
0.03886183866268894	0.0
0.03991008251554851	0.0
0.04098660128315398	0.0
0.0420921576418633	0.0
0.043227534840164526	0.0
0.0443935372535804	0.0
0.045590990954540674	0.0
0.04682074429762567	0.0
0.04808366852059652	0.0
0.049380658361636735	0.0
0.05071263269324343	0.0
0.052080535173216806	0.0
0.05348533491320887	0.0
0.05492802716530588	0.0
0.056409634027129806	0.0
0.05793120516595927	0.0
0.059493818562382686	0.0
0.061098581274009946	0.0
0.06274663021978488	0.0
0.06443913298545279	0.0
0.06617728865075462	0.0
0.06796232863893378	0.0
0.06979551758915656	0.0
0.07167815425246572	0.0
0.07361157241190046	0.0
0.07559714182743565	0.0
0.07763626920640973	0.0
0.07973039920012773	0.0
0.08188101542734741	0.0
0.08408964152537145	0.0
0.08635784222949204	0.0
0.0886872244815519	0.0
0.09107943856840663	0.0
0.09353617929109649	0.0
0.09605918716555398	0.0
0.09865024965569935	0.0
0.10131120243979728	0.0
0.10404393071097112	0.0
0.10685037051279737	0.0
0.10973251011092557	0.0
0.11269239140169583	0.0
0.11573211135875187	0.0
0.11885382351867453	0.0
0.12205973950668773	0.0
0.12535213060351882	0.0
0.12873332935452234	0.0
0.13220573122220802	0.0
0.13577179628334304	0.0
0.13943405097183148	0.0
0.14319508986860544	0.0
0.147057577539796	0.0
0.15102425042448658	0.0
0.1550979187733849	0.0
0.159281468639789	0.0
0.16357786392425616	0.0
0.1679901484744239	0.0
0.17252144824147134	0.0
0.17717497349474703	0.0
0.1819540210961343	0.0
0.18686197683576378	0.0
0.19190231783072884	0.0
0.19707861498850315	0.0
0.2023945355368048	0.0
0.2078538456217008	0.0
0.21346041297579135	0.0
0.21921820965836467	0.0
0.22513131486946422	0.0
0.23120391783986044	0.0
0.23744032079897634	0.0
0.24384494202286838	0.0
0.25042231896442235	0.0
0.25717711146798233	0.0
0.2641141050706889	0.0
0.27123821439286716	0.0
0.27855448661986554	0.0
0.28606810507781194	0.0
0.293784392905822	0.0
0.3017088168272581	0.0
0.3098469910227149	0.0
0.3182046811074721	0.0
0.3267878082162334	0.0
0.33560245319804677	0.0
0.3446548609243747	0.0
0.35395144471337087	0.0
0.363498790873494	0.0
0.37330366336967985	0.0
0.38337300861537754	0.0
0.3937139603938422	0.0
0.4043338449121749	0.0
0.41524018599168694	0.0
0.4264407103982672	0.0
