//1	2	0	1	1	0	0.0	0
//Energy[eV]	XS[cm2] 
0	1.346E-15
1E-3	1.346E-15
0.00101	1.345E-15
0.00102	1.344E-15
0.00104	1.343E-15
0.00105	1.342E-15
0.00106	1.341E-15
0.00107	1.340E-15
0.00108	1.339E-15
0.0011	1.337E-15
0.00111	1.336E-15
0.00112	1.335E-15
0.00114	1.334E-15
0.00115	1.332E-15
0.00116	1.331E-15
0.00117	1.330E-15
0.00119	1.328E-15
0.0012	1.327E-15
0.00122	1.325E-15
0.00123	1.324E-15
0.00124	1.322E-15
0.00126	1.321E-15
0.00127	1.319E-15
0.00129	1.318E-15
0.0013	1.316E-15
0.00132	1.314E-15
0.00133	1.312E-15
0.00135	1.311E-15
0.00136	1.309E-15
0.00138	1.307E-15
0.0014	1.305E-15
0.00141	1.303E-15
0.00143	1.301E-15
0.00145	1.299E-15
0.00146	1.297E-15
0.00148	1.295E-15
0.0015	1.293E-15
0.00151	1.290E-15
0.00153	1.288E-15
0.00155	1.286E-15
0.00157	1.284E-15
0.00158	1.281E-15
0.0016	1.279E-15
0.00162	1.277E-15
0.00164	1.274E-15
0.00166	1.272E-15
0.00168	1.269E-15
0.0017	1.266E-15
0.00172	1.264E-15
0.00174	1.261E-15
0.00176	1.258E-15
0.00178	1.256E-15
0.0018	1.253E-15
0.00182	1.250E-15
0.00184	1.247E-15
0.00186	1.244E-15
0.00188	1.242E-15
0.00191	1.239E-15
0.00193	1.236E-15
0.00195	1.233E-15
0.00197	1.230E-15
0.002	1.227E-15
0.00202	1.224E-15
0.00204	1.220E-15
0.00207	1.217E-15
0.00209	1.214E-15
0.00211	1.211E-15
0.00214	1.208E-15
0.00216	1.205E-15
0.00219	1.201E-15
0.00221	1.198E-15
0.00224	1.195E-15
0.00226	1.192E-15
0.00229	1.188E-15
0.00232	1.185E-15
0.00234	1.182E-15
0.00237	1.178E-15
0.0024	1.175E-15
0.00243	1.171E-15
0.00245	1.168E-15
0.00248	1.164E-15
0.00251	1.161E-15
0.00254	1.157E-15
0.00257	1.154E-15
0.0026	1.150E-15
0.00263	1.147E-15
0.00266	1.143E-15
0.00269	1.140E-15
0.00272	1.136E-15
0.00275	1.133E-15
0.00279	1.129E-15
0.00282	1.126E-15
0.00285	1.122E-15
0.00288	1.118E-15
0.00292	1.115E-15
0.00295	1.111E-15
0.00299	1.108E-15
0.00302	1.104E-15
0.00305	1.100E-15
0.00309	1.097E-15
0.00313	1.093E-15
0.00316	1.090E-15
0.0032	1.086E-15
0.00324	1.082E-15
0.00327	1.079E-15
0.00331	1.075E-15
0.00335	1.072E-15
0.00339	1.068E-15
0.00343	1.064E-15
0.00347	1.061E-15
0.00351	1.057E-15
0.00355	1.054E-15
0.00359	1.050E-15
0.00363	1.046E-15
0.00367	1.043E-15
0.00372	1.039E-15
0.00376	1.035E-15
0.0038	1.032E-15
0.00385	1.028E-15
0.00389	1.024E-15
0.00394	1.020E-15
0.00398	1.016E-15
0.00403	1.012E-15
0.00407	1.009E-15
0.00412	1.005E-15
0.00417	1.001E-15
0.00422	9.965E-16
0.00427	9.924E-16
0.00432	9.882E-16
0.00437	9.839E-16
0.00442	9.796E-16
0.00447	9.751E-16
0.00452	9.706E-16
0.00457	9.660E-16
0.00462	9.613E-16
0.00468	9.565E-16
0.00473	9.516E-16
0.00479	9.465E-16
0.00484	9.413E-16
0.0049	9.360E-16
0.00495	9.305E-16
0.00501	9.248E-16
0.00507	9.190E-16
0.00513	9.130E-16
0.00519	9.068E-16
0.00525	9.005E-16
0.00531	8.940E-16
0.00537	8.874E-16
0.00543	8.806E-16
0.0055	8.737E-16
0.00556	8.667E-16
0.00562	8.595E-16
0.00569	8.522E-16
0.00575	8.448E-16
0.00582	8.373E-16
0.00589	8.298E-16
0.00596	8.221E-16
0.00603	8.144E-16
0.0061	8.067E-16
0.00617	7.989E-16
0.00624	7.911E-16
0.00631	7.833E-16
0.00638	7.755E-16
0.00646	7.677E-16
0.00653	7.600E-16
0.00661	7.524E-16
0.00668	7.448E-16
0.00676	7.374E-16
0.00684	7.301E-16
0.00692	7.230E-16
0.007	7.161E-16
0.00708	7.094E-16
0.00716	7.030E-16
0.00724	6.967E-16
0.00733	6.905E-16
0.00741	6.845E-16
0.0075	6.787E-16
0.00759	6.728E-16
0.00767	6.671E-16
0.00776	6.613E-16
0.00785	6.555E-16
0.00794	6.496E-16
0.00804	6.436E-16
0.00813	6.375E-16
0.00822	6.311E-16
0.00832	6.245E-16
0.00841	6.175E-16
0.00851	6.101E-16
0.00861	6.023E-16
0.00871	5.941E-16
0.00881	5.855E-16
0.00891	5.766E-16
0.00902	5.673E-16
0.00912	5.577E-16
0.00923	5.479E-16
0.00933	5.379E-16
0.00944	5.277E-16
0.00955	5.174E-16
0.00966	5.070E-16
0.00977	4.966E-16
0.00989	4.862E-16
0.01	4.760E-16
0.01012	4.659E-16
0.01023	4.560E-16
0.01028	4.520E-16
0.1	4.520E-16
0.26	8.136E-16
0.6	8.136E-16
1.1	1.316E-15
8.70964	1.316E-15
8.81049	1.335E-15
8.91251	1.353E-15
9.01571	1.371E-15
9.12011	1.389E-15
9.22571	1.406E-15
9.33254	1.422E-15
9.44061	1.437E-15
9.54993	1.452E-15
9.66051	1.465E-15
9.77237	1.478E-15
9.88553	1.490E-15
10	1.500E-15
10.11579	1.509E-15
10.23293	1.517E-15
10.35142	1.523E-15
10.47129	1.528E-15
10.59254	1.533E-15
10.71519	1.536E-15
10.83927	1.537E-15
10.96478	1.538E-15
11.09175	1.538E-15
11.22018	1.537E-15
11.35011	1.536E-15
11.48154	1.533E-15
11.61449	1.531E-15
11.74898	1.527E-15
11.88502	1.523E-15
12.02264	1.519E-15
12.16186	1.515E-15
12.30269	1.511E-15
12.44515	1.506E-15
12.58925	1.502E-15
12.73503	1.497E-15
12.8825	1.492E-15
13.03167	1.487E-15
13.18257	1.481E-15
13.33521	1.476E-15
13.48963	1.470E-15
13.64583	1.464E-15
13.80384	1.458E-15
13.96368	1.452E-15
14.12538	1.446E-15
14.28894	1.439E-15
14.4544	1.433E-15
14.62177	1.426E-15
14.79108	1.419E-15
14.96236	1.412E-15
15.13561	1.404E-15
15.31087	1.397E-15
15.48817	1.389E-15
15.66751	1.381E-15
15.84893	1.372E-15
16.03245	1.363E-15
16.2181	1.354E-15
16.4059	1.344E-15
16.59587	1.334E-15
16.78804	1.323E-15
16.98244	1.311E-15
17.17908	1.299E-15
17.37801	1.285E-15
17.57924	1.272E-15
17.78279	1.257E-15
17.98871	1.242E-15
18.19701	1.227E-15
18.40772	1.211E-15
18.62087	1.196E-15
18.83649	1.180E-15
19.05461	1.164E-15
19.27525	1.148E-15
19.49845	1.132E-15
19.72423	1.117E-15
19.95262	1.103E-15
20.18366	1.089E-15
20.41738	1.076E-15
20.6538	1.064E-15
20.89296	1.052E-15
21.13489	1.042E-15
21.37962	1.031E-15
21.62719	1.022E-15
21.87762	1.013E-15
22.13095	1.005E-15
22.38721	9.974E-16
22.64644	9.903E-16
22.90868	9.837E-16
23.17395	9.776E-16
23.44229	9.719E-16
23.71374	9.665E-16
23.98833	9.615E-16
24.2661	9.567E-16
24.54709	9.521E-16
24.83133	9.476E-16
25.11886	9.432E-16
25.40973	9.387E-16
25.70396	9.342E-16
26.0016	9.298E-16
26.30268	9.253E-16
26.60725	9.208E-16
26.91535	9.163E-16
27.22701	9.118E-16
27.54229	9.074E-16
27.86121	9.029E-16
28.18383	8.984E-16
28.51018	8.939E-16
28.84032	8.894E-16
29.17427	8.849E-16
29.51209	8.804E-16
29.85383	8.759E-16
30.19952	8.714E-16
30.54921	8.669E-16
30.90295	8.625E-16
31.26079	8.580E-16
31.62278	8.535E-16
31.98895	8.491E-16
32.35937	8.446E-16
32.73407	8.402E-16
33.11311	8.357E-16
33.49654	8.313E-16
33.88442	8.269E-16
34.27678	8.225E-16
34.67369	8.181E-16
35.07519	8.137E-16
35.48134	8.094E-16
35.89219	8.050E-16
36.30781	8.007E-16
36.72823	7.964E-16
37.15352	7.921E-16
37.58374	7.878E-16
38.01894	7.836E-16
38.45918	7.794E-16
38.90451	7.751E-16
39.35501	7.710E-16
39.81072	7.668E-16
40.2717	7.627E-16
40.73803	7.585E-16
41.20975	7.545E-16
41.68694	7.504E-16
42.16965	7.463E-16
42.65795	7.423E-16
43.15191	7.384E-16
43.65158	7.344E-16
