//1	2	1	1	0	0	0	0
//Energy [eV]	Refraction index
1.241083067067067	1.523001512287335
1.242326637274549	1.5230355387523629
1.2435727021063188	1.5230695652173916
1.2448212690763052	1.5231035916824196
1.2460723457286431	1.5231376181474483
1.247325939637827	1.5231716446124763
1.248582058408862	1.523205671077505
1.2498407096774193	1.523239697542533
1.2511019011099898	1.5232737240075616
1.2523656404040404	1.52330775047259
1.2536319352881697	1.523341776937618
1.2549007935222671	1.5233758034026468
1.2561722228976697	1.5234098298676753
1.2574462312373225	1.5234438563327033
1.258722826395939	1.5234778827977316
1.2600020162601626	1.5235119092627598
1.2612838087487284	1.5235459357277883
1.2625682118126271	1.5235799621928168
1.26385523343527	1.523613988657845
1.265144881632653	1.5236480151228735
1.266437164453524	1.5236820415879018
1.2677320899795501	1.5237160680529303
1.269029666325486	1.5237500945179585
1.2703299016393441	1.5237841209829868
1.271632804102564	1.5238181474480155
1.2729383819301847	1.5238521739130437
1.2742466433710173	1.523886200378072
1.2755575967078188	1.5239202268431005
1.2768712502574664	1.5239542533081285
1.278187612371134	1.5239882797731568
1.2795066914344684	1.5240223062381855
1.2808284958677685	1.5240563327032137
1.2821530341261633	1.5240903591682424
1.2834803146997928	1.5241243856332705
1.2848103461139895	1.524158412098299
1.2861431369294605	1.524192438563327
1.2874786957424713	1.5242264650283557
1.288817031185031	1.524260491493384
1.290158151925078	1.524294517958412
1.2915020666666666	1.5243285444234402
1.2928487841501564	1.524362570888469
1.2941983131524006	1.5243965973534972
1.2955506624869382	1.5244306238185255
1.296905841004184	1.5244646502835542
1.298263857591623	1.5244986767485824
1.2996247211740042	1.524532703213611
1.3009884407135361	1.524566729678639
1.302355025210084	1.5246007561436672
1.3037244837013668	1.524634782608696
1.3050968252631578	1.5246688090737242
1.3064720590094836	1.5247028355387526
1.3078501940928269	1.5247368620037811
1.3092312397043293	1.5247708884688091
1.3106152050739956	1.5248049149338374
1.3120020994708994	1.5248389413988657
1.3133919322033898	1.5248729678638941
1.3147847126193	1.5249069943289224
1.316180450106157	1.524941020793951
1.3175791540913921	1.5249750472589794
1.318980834042553	1.5250090737240076
1.3203854994675186	1.5250431001890359
1.3217931599147121	1.5250771266540646
1.323203824973319	1.5251111531190926
1.3246175042735042	1.525145179584121
1.326034207486631	1.5251792060491494
1.3274539443254818	1.5252132325141776
1.3288767245444801	1.5252472589792059
1.3303025579399141	1.5252812854442346
1.331731454350161	1.5253153119092628
1.3331634236559138	1.5253493383742913
1.334598475780409	1.5253833648393196
1.336036620689655	1.5254173913043478
1.3374778683926645	1.5254514177693763
1.3389222289416847	1.5254854442344046
1.3403697124324323	1.5255194706994333
1.341820329004329	1.5255534971644615
1.3432740888407366	1.5255875236294896
1.3447310021691974	1.5256215500945178
1.346191079261672	1.5256555765595463
1.3476543304347826	1.525689603024575
1.3491207660500544	1.5257236294896033
1.350590396514161	1.5257576559546315
1.352063232279171	1.5257916824196598
1.3535392838427946	1.525825708884688
1.3550185617486339	1.5258597353497163
1.3565010765864332	1.525893761814745
1.3579868389923329	1.5259277882797733
1.3594758596491228	1.5259618147448017
1.3609681492864982	1.52599584120983
1.3624637186813187	1.5260298676748583
1.3639625786578657	1.5260638941398867
1.3654647400881057	1.526097920604915
1.3669702138919513	1.5261319470699435
1.3684790110375276	1.5261659735349717
1.3699911425414364	1.5262
1.3715066194690264	1.5262340264650285
1.3730254529346622	1.5262680529300567
1.3745476541019954	1.526302079395085
1.3760732341842397	1.5263361058601137
1.3776022044444443	1.526370132325142
1.379134576195773	1.5264041587901702
1.3806703608017816	1.5264381852551985
1.3822095696767	1.5264722117202267
1.3837522142857142	1.5265062381852552
1.3852983061452513	1.5265402646502837
1.386847856823266	1.5265742911153122
1.3884008779395296	1.5266083175803404
1.3899573811659192	1.5266423440453685
1.3915173782267114	1.5266763705103972
1.3930808808988764	1.5267103969754254
1.3946479010123733	1.526744423440454
1.3962184504504505	1.5267784499054822
1.3977925411499434	1.5268124763705104
1.39937018510158	1.526846502835539
1.4009513943502825	1.5268805293005672
1.402536180995475	1.5269145557655954
1.404124557191393	1.5269485822306241
1.4057165351473921	1.5269826086956524
1.4073121271282631	1.5270166351606806
1.4089113454545454	1.527050661625709
1.410514202502844	1.5270846880907372
1.4121207107061502	1.5271187145557656
1.413730882554162	1.527152741020794
1.415344730593607	1.5271867674858226
1.4169622674285713	1.5272207939508509
1.4185835057208236	1.527254820415879
1.4202084581901488	1.5272888468809074
1.4218371376146788	1.5273228733459356
1.4234695568312283	1.527356899810964
1.4251057287356321	1.5273909262759926
1.426745666283084	1.5274249527410209
1.4283893824884792	1.5274589792060493
1.4300368904267589	1.5274930056710776
1.4316882032332563	1.5275270321361059
1.4333433341040462	1.5275610586011346
1.4350022962962963	1.5275950850661626
1.436665103128621	1.527629111531191
1.4383317679814385	1.5276631379962193
1.4400023042973287	1.5276971644612476
1.4416767255813951	1.527731190926276
1.4433550454016297	1.5277652173913043
1.4450372773892772	1.527799243856333
1.4467234352392064	1.5278332703213613
1.4484135327102803	1.5278672967863893
1.450107583625731	1.5279013232514178
1.4518056018735361	1.527935349716446
1.4535076014067994	1.5279693761814743
1.4552135962441313	1.5280034026465028
1.4569236004700352	1.5280374291115313
1.458637628235294	1.5280714555765598
1.4603556937573614	1.528105482041588
1.4620778113207547	1.5281395085066163
1.4638039952774498	1.5281735349716445
1.4655342600472812	1.528207561436673
1.4672686201183431	1.5282415879017013
1.4690070900473933	1.5282756143667298
1.4707496844602608	1.528309640831758
1.4724964180522564	1.5283436672967865
1.474247305588585	1.528377693761815
1.4760023619047618	1.5284117202268432
1.477761601907032	1.5284457466918715
1.4795250405727922	1.5284797731568998
1.4812926929510155	1.5285137996219282
1.4830645741626793	1.5285478260869565
1.4848406994011976	1.528581852551985
1.4866210839328535	1.5286158790170132
1.4884057430972388	1.5286499054820417
1.4901946923076923	1.5286839319470702
1.4919879470517448	1.5287179584120985
1.4937855228915662	1.5287519848771265
1.4955874354644147	1.528786011342155
