//1	2	1	1	0	0	0	0
//Energy [eV]	Refraction index
1.241083067067067	1.649948988271902
1.242326637274549	1.649948988271902
1.2435727021063188	1.649948988271902
1.2448212690763052	1.649948988271902
1.2460723457286431	1.649948988271902
1.247325939637827	1.649948988271902
1.248582058408862	1.649948988271902
1.2498407096774193	1.649948988271902
1.2511019011099898	1.649948988271902
1.2523656404040404	1.649948988271902
1.2536319352881697	1.649948988271902
1.2549007935222671	1.649948988271902
1.2561722228976697	1.649948988271902
1.2574462312373225	1.649948988271902
1.258722826395939	1.649948988271902
1.2600020162601626	1.649948988271902
1.2612838087487284	1.649948988271902
1.2625682118126271	1.649948988271902
1.26385523343527	1.649948988271902
1.265144881632653	1.649948988271902
1.266437164453524	1.649948988271902
1.2677320899795501	1.649948988271902
1.269029666325486	1.649948988271902
1.2703299016393441	1.649948988271902
1.271632804102564	1.649948988271902
1.2729383819301847	1.649948988271902
1.2742466433710173	1.649948988271902
1.2755575967078188	1.649948988271902
1.2768712502574664	1.649948988271902
1.278187612371134	1.649948988271902
1.2795066914344684	1.649948988271902
1.2808284958677685	1.649948988271902
1.2821530341261633	1.649948988271902
1.2834803146997928	1.649948988271902
1.2848103461139895	1.649948988271902
1.2861431369294605	1.649948988271902
1.2874786957424713	1.649948988271902
1.288817031185031	1.649948988271902
1.290158151925078	1.649948988271902
1.2915020666666666	1.649948988271902
1.2928487841501564	1.649948988271902
1.2941983131524006	1.649948988271902
1.2955506624869382	1.649948988271902
1.296905841004184	1.649948988271902
1.298263857591623	1.649948988271902
1.2996247211740042	1.649948988271902
1.3009884407135361	1.649948988271902
1.302355025210084	1.649948988271902
1.3037244837013668	1.649948988271902
1.3050968252631578	1.649948988271902
1.3064720590094836	1.649948988271902
1.3078501940928269	1.649948988271902
1.3092312397043293	1.649948988271902
1.3106152050739956	1.649948988271902
1.3120020994708994	1.649948988271902
1.3133919322033898	1.649948988271902
1.3147847126193	1.649948988271902
1.316180450106157	1.649948988271902
1.3175791540913921	1.649948988271902
1.318980834042553	1.649948988271902
1.3203854994675186	1.649948988271902
1.3217931599147121	1.649948988271902
1.323203824973319	1.649948988271902
1.3246175042735042	1.649948988271902
1.326034207486631	1.649948988271902
1.3274539443254818	1.649948988271902
1.3288767245444801	1.649948988271902
1.3303025579399141	1.649948988271902
1.331731454350161	1.649948988271902
1.3331634236559138	1.649948988271902
1.334598475780409	1.649948988271902
1.336036620689655	1.649948988271902
1.3374778683926645	1.649948988271902
1.3389222289416847	1.649948988271902
1.3403697124324323	1.649948988271902
1.341820329004329	1.649948988271902
1.3432740888407366	1.649948988271902
1.3447310021691974	1.649948988271902
1.346191079261672	1.649948988271902
1.3476543304347826	1.649948988271902
1.3491207660500544	1.649948988271902
1.350590396514161	1.649948988271902
1.352063232279171	1.649948988271902
1.3535392838427946	1.649948988271902
1.3550185617486339	1.649948988271902
1.3565010765864332	1.649948988271902
1.3579868389923329	1.649948988271902
1.3594758596491228	1.649948988271902
1.3609681492864982	1.649948988271902
1.3624637186813187	1.649948988271902
1.3639625786578657	1.649948988271902
1.3654647400881057	1.649948988271902
1.3669702138919513	1.649948988271902
1.3684790110375276	1.649948988271902
1.3699911425414364	1.649948988271902
1.3715066194690264	1.649948988271902
1.3730254529346622	1.649948988271902
1.3745476541019954	1.649948988271902
1.3760732341842397	1.649948988271902
1.3776022044444443	1.649948988271902
1.379134576195773	1.649948988271902
1.3806703608017816	1.649948988271902
1.3822095696767	1.649948988271902
1.3837522142857142	1.649948988271902
1.3852983061452513	1.649948988271902
1.386847856823266	1.649948988271902
1.3884008779395296	1.649948988271902
1.3899573811659192	1.649948988271902
1.3915173782267114	1.649948988271902
1.3930808808988764	1.649948988271902
1.3946479010123733	1.649948988271902
1.3962184504504505	1.649948988271902
1.3977925411499434	1.649948988271902
1.39937018510158	1.649948988271902
1.4009513943502825	1.649948988271902
1.402536180995475	1.649948988271902
1.404124557191393	1.649948988271902
1.4057165351473921	1.649948988271902
1.4073121271282631	1.649948988271902
1.4089113454545454	1.649948988271902
1.410514202502844	1.649948988271902
1.4121207107061502	1.649948988271902
1.413730882554162	1.649948988271902
1.415344730593607	1.649948988271902
1.4169622674285713	1.649948988271902
1.4185835057208236	1.649948988271902
1.4202084581901488	1.649948988271902
1.4218371376146788	1.649948988271902
1.4234695568312283	1.649948988271902
1.4251057287356321	1.649948988271902
1.426745666283084	1.649948988271902
1.4283893824884792	1.649948988271902
1.4300368904267589	1.649948988271902
1.4316882032332563	1.649948988271902
1.4333433341040462	1.649948988271902
1.4350022962962963	1.649948988271902
1.436665103128621	1.649948988271902
