0.39 1.1346 0.39 0.51148 0.585 0.34975 0.78 0.21296 0.78 0.16061 0.78 0.13147 0.78 0.11261 0.78 0.099284 0.78 0.089453 0.78 0.082408 0.78 0.077765 0.78 0.074981 0.78 0.073444 0.78 0.072656 0.78 0.072284 0.78 0.072127 0.78 0.072071 0.78 0.072053 0.78 0.07202 0.78 0.071923 
0.4 1.1342 0.4 0.51146 0.6 0.3497 0.8 0.21293 0.8 0.1606 0.8 0.13147 0.8 0.11261 0.8 0.099283 0.8 0.089451 0.8 0.082403 0.8 0.077756 0.8 0.074967 0.8 0.073425 0.8 0.072634 0.8 0.072259 0.8 0.0721 0.8 0.072042 0.8 0.072024 0.8 0.07199 0.8 0.071893 
0.41 1.1338 0.41 0.51144 0.615 0.34965 0.82 0.2129 0.82 0.16059 0.82 0.13146 0.82 0.11261 0.82 0.099281 0.82 0.089449 0.82 0.082399 0.82 0.077747 0.82 0.074953 0.82 0.073406 0.82 0.072611 0.82 0.072233 0.82 0.072071 0.82 0.072012 0.82 0.071992 0.82 0.071958 0.82 0.071862 
0.42 1.1333 0.42 0.51141 0.63 0.3496 0.84 0.21287 0.84 0.16058 0.84 0.13146 0.84 0.11261 0.84 0.099279 0.84 0.089447 0.84 0.082394 0.84 0.077738 0.84 0.074939 0.84 0.073387 0.84 0.072587 0.84 0.072205 0.84 0.072041 0.84 0.07198 0.84 0.07196 0.84 0.071925 0.84 0.071829 
0.43 1.1328 0.43 0.51138 0.645 0.34953 0.86 0.21283 0.86 0.16056 0.86 0.13145 0.86 0.1126 0.86 0.099277 0.86 0.089445 0.86 0.082389 0.86 0.077729 0.86 0.074923 0.86 0.073366 0.86 0.072562 0.86 0.072177 0.86 0.07201 0.86 0.071948 0.86 0.071926 0.86 0.071891 0.86 0.071795 
0.44 1.1321 0.44 0.51135 0.66 0.34947 0.88 0.21279 0.88 0.16055 0.88 0.13145 0.88 0.1126 0.88 0.099275 0.88 0.089442 0.88 0.082384 0.88 0.077719 0.88 0.074908 0.88 0.073345 0.88 0.072536 0.88 0.072147 0.88 0.071978 0.88 0.071914 0.88 0.071891 0.88 0.071855 0.88 0.071759 
0.45 1.1314 0.45 0.51132 0.675 0.34939 0.9 0.21274 0.9 0.16054 0.9 0.13144 0.9 0.1126 0.9 0.099272 0.9 0.089439 0.9 0.082379 0.9 0.077709 0.9 0.074892 0.9 0.073324 0.9 0.072509 0.9 0.072117 0.9 0.071945 0.9 0.071879 0.9 0.071855 0.9 0.071818 0.9 0.071722 
0.46 1.1307 0.46 0.51128 0.69 0.34931 0.92 0.2127 0.92 0.16052 0.92 0.13143 0.92 0.11259 0.92 0.09927 0.92 0.089437 0.92 0.082373 0.92 0.077698 0.92 0.074876 0.92 0.073301 0.92 0.072482 0.92 0.072086 0.92 0.071911 0.92 0.071843 0.92 0.071818 0.92 0.071779 0.92 0.071684 
0.47 1.1298 0.47 0.51124 0.705 0.34923 0.94 0.21265 0.94 0.1605 0.94 0.13142 0.94 0.11259 0.94 0.099267 0.94 0.089434 0.94 0.082368 0.94 0.077688 0.94 0.074859 0.94 0.073278 0.94 0.072454 0.94 0.072054 0.94 0.071876 0.94 0.071806 0.94 0.071779 0.94 0.071739 0.94 0.071644 
0.48 1.1289 0.48 0.51119 0.72 0.34913 0.96 0.21259 0.96 0.16049 0.96 0.13142 0.96 0.11258 0.96 0.099264 0.96 0.08943 0.96 0.082362 0.96 0.077677 0.96 0.074842 0.96 0.073255 0.96 0.072425 0.96 0.072021 0.96 0.07184 0.96 0.071767 0.96 0.071739 0.96 0.071698 0.96 0.071603 
