2.705385E+00,3.494963E-02,3.259284E-02
2.845173E+00,2.499230E-02,2.323395E-02
2.990697E+00,1.766550E-02,1.637021E-02
3.142070E+00,1.234024E-02,1.139822E-02
3.299400E+00,8.517670E-03,7.841385E-03
3.462789E+00,5.808170E-03,5.328968E-03
3.632330E+00,3.912023E-03,3.576931E-03
3.808112E+00,2.602143E-03,2.370934E-03
3.990213E+00,1.709050E-03,1.551661E-03
4.178705E+00,1.108158E-03,1.002473E-03
4.373653E+00,7.092589E-04,6.392649E-04
4.575113E+00,4.480245E-04,4.023101E-04
4.783131E+00,2.792770E-04,2.498372E-04
4.997747E+00,1.717724E-04,1.530805E-04
5.218993E+00,1.042344E-04,9.253505E-05
5.446890E+00,6.239761E-05,5.517980E-05
5.681454E+00,3.684605E-05,3.245731E-05
5.922691E+00,2.146109E-05,1.883138E-05
6.170601E+00,1.232895E-05,1.077643E-05
6.425174E+00,6.985397E-06,6.082531E-06
6.686395E+00,3.903191E-06,3.386189E-06
6.954240E+00,2.150662E-06,1.859361E-06
7.228680E+00,1.168362E-06,1.007064E-06
7.509679E+00,6.256042E-07,5.380380E-07
7.797195E+00,3.299696E-07,2.835696E-07
8.091179E+00,1.712292E-07,1.474455E-07
8.391578E+00,8.721099E-08,7.564301E-08
8.698335E+00,4.338527E-08,3.829275E-08
9.011386E+00,2.086599E-08,1.913044E-08
9.330664E+00,9.478908E-09,9.432982E-09
9.656099E+00,3.824690E-09,4.591424E-09
9.987615E+00,1.080292E-09,2.206392E-09
1.032514E+01,-2.087620E-10,1.046938E-09
1.066858E+01,-7.810010E-10,4.906040E-10
1.101787E+01,-1.006041E-09,2.270832E-10
1.137292E+01,-1.066218E-09,1.038376E-10
1.173363E+01,-1.050185E-09,4.691582E-11
1.209993E+01,-1.000402E-09,2.094821E-11
1.247172E+01,-9.368829E-10,9.245465E-12
1.284892E+01,-8.688838E-10,4.033845E-12
1.323142E+01,-8.005807E-10,1.739917E-12
1.361915E+01,-7.337850E-10,7.424120E-13
1.401201E+01,-6.692249E-10,3.131315E-13
1.440990E+01,-6.071413E-10,1.306697E-13
1.481274E+01,-5.475614E-10,5.396438E-14
1.522044E+01,-4.904225E-10,2.217464E-14
1.563290E+01,-4.356268E-10,8.863094E-15
1.605003E+01,-3.830654E-10,3.541640E-15
1.647174E+01,-3.326289E-10,1.294112E-15
1.689795E+01,-2.842112E-10,2.102452E-16
1.732857E+01,-2.377111E-10,0.000000E+00
1.776350E+01,-1.930328E-10,0.000000E+00
1.820267E+01,-1.500858E-10,-1.951754E-16
1.864598E+01,-1.087849E-10,-1.905351E-16
1.909337E+01,-6.904963E-11,-1.860706E-16
1.954473E+01,-3.080400E-11,0.000000E+00
2.000000E+01,0.000000E+00,0.000000E+00
