9.5566	0.943
9.976	0.947
10.5352	0.952
10.9546	0.953
11.5138	0.956
12.073	0.960
13.0516	0.964
14.0302	0.969
15.0088	0.972
16.1272	0.975
16.6864	0.977
17.1058	0.945
17.2456	0.941
17.3854	0.938
17.5252	0.936
17.665	0.935
18.2242	0.932
19.3426	0.935
20.3212	0.941
20.8804	0.943
21.16	0.945
21.9988	0.948
24.9346	0.958
29.9674	0.972
35.0002	0.980
40.033	0.986
45.0658	0.989
49.9588	0.991
54.9916	0.993
60.0244	0.994
65.0572	0.994
70.09	0.995
74.983	0.995
80.0158	0.996
85.0486	0.996
90.0814	0.996
94.9744	0.996
100.0072	0.996
