//E[kV/cm]	DT[cm^2/sec]
0.1		0.17
0.2		0.17
0.3		0.17
0.4		0.17
0.5		0.17
0.6		0.17
0.7		0.17
0.8		1.5
0.9		2.84
1.008		4.31
1.429		9.85
1.992		17.43
2.244		18.33
2.594		18.27
2.997		18.53
3.320		19.33
4.072		19.9
4.706		19.88
5.212		20.24
6.024		20.07
6.844		20.42
7.515		20.77
8.760		20.3
10.563		20.58

