1.24	3533.43
1.38	3533.43
1.46	3533.43
1.55	3533.43
1.57	4580.96
1.59	24746.00
1.61	30000.00
1.63	13255.86
1.65	2875.67
1.68	1333.32
1.70	1633.33
1.72	3342.32
1.75	7276.82
1.77	7002.15
1.80	5457.12
1.82	5083.21
1.85	4077.34
1.88	5457.12
1.91	5153.83
1.94	3435.22
1.97	4417.29
2.00	2289.48
2.03	3567.42
2.07	3747.70
2.10	3533.43
2.14	3602.08
2.18	1972.57
2.21	1962.13
2.25	1951.79
2.30	2347.49
2.34	1295.97
2.38	1040.75
2.43	1357.78
2.48	781.16
2.53	659.71
2.58	826.61
2.64	615.67
2.70	550.41
2.76	577.12
2.82	408.64
2.88	339.50
2.95	313.39
3.02	291.91
3.10	304.54
3.18	220.02
3.26	117.16
3.35	68.42
3.44	44.69
3.54	31.79
3.65	28.50
3.76	26.85
3.88	25.11
4.00	18.46
4.13	12.01
4.28	7.01
4.43	3.44
4.59	1.58
4.77	0.63
6.20	0.01
