//1	2	1	1	0	0	0	0
//Energy [eV]	Attenuation length [mm]
1.241083067067067	27.63102111592888
1.242326637274549	27.631021115932214
1.2435727021063188	27.63102111592888
1.2448212690763052	27.63102111592888
1.2460723457286431	27.63102111592888
1.247325939637827	27.631021115932214
1.248582058408862	27.63102111592888
1.2498407096774193	27.63102111592888
1.2511019011099898	27.63102111592888
1.2523656404040404	27.63102111592888
1.2536319352881697	27.631021115932214
1.2549007935222671	27.631021115932214
1.2561722228976697	27.631021115932214
1.2574462312373225	27.631021115932214
1.258722826395939	27.631021115932214
1.2600020162601626	27.631021115932214
1.2612838087487284	27.631021115932214
1.2625682118126271	27.631021115932214
1.26385523343527	27.63102111592888
1.265144881632653	27.631021115932214
1.266437164453524	27.63102111592888
1.2677320899795501	27.631021115932214
1.269029666325486	27.63102111592888
1.2703299016393441	27.631021115932214
1.271632804102564	27.631021115932214
1.2729383819301847	27.631021115932214
1.2742466433710173	27.63102111592888
1.2755575967078188	27.631021115932214
1.2768712502574664	27.631021115932214
1.278187612371134	27.63102111592888
1.2795066914344684	27.631021115932214
1.2808284958677685	27.631021115932214
1.2821530341261633	27.63102111592888
1.2834803146997928	27.631021115932214
1.2848103461139895	27.631021115932214
1.2861431369294605	27.63102111592888
1.2874786957424713	27.631021115932214
1.288817031185031	27.631021115932214
1.290158151925078	27.63102111592888
1.2915020666666666	27.631021115932214
1.2928487841501564	27.63102111592888
1.2941983131524006	27.631021115935543
1.2955506624869382	27.631021115932214
1.296905841004184	27.631021115932214
1.298263857591623	27.631021115932214
1.2996247211740042	27.631021115932214
1.3009884407135361	27.158904846752513
1.302355025210084	25.51789010347384
1.3037244837013668	24.46313292712314
1.3050968252631578	23.68429347639046
1.3064720590094836	23.066545275402422
1.3078501940928269	22.554536940380054
1.3092312397043293	22.11730546456815
1.3106152050739956	21.735766833372075
1.3120020994708994	21.39732284312595
1.3133919322033898	21.245661948263283
1.3147847126193	21.101300527091045
1.316180450106157	20.96356807695341
1.3175791540913921	20.83188243746512
1.318980834042553	20.705734921823623
1.3203854994675186	20.58467845035917
1.3217931599147121	20.468317987038937
1.323203824973319	20.35630276256562
1.3246175042735042	20.614000422625338
1.326034207486631	21.004685108914234
1.3274539443254818	21.45397520578553
1.3288767245444801	21.98260963323029
1.3303025579399141	22.62475322579228
1.331731454350161	23.442865408311523
1.3331634236559138	24.571362684341928
1.334598475780409	26.401580460948992
1.336036620689655	27.631021115932214
1.3374778683926645	27.631021115932214
1.3389222289416847	27.63102111592888
1.3403697124324323	27.631021115932214
1.341820329004329	27.631021115932214
1.3432740888407366	27.63102111592888
1.3447310021691974	27.631021115932214
1.346191079261672	27.631021115932214
1.3476543304347826	25.896698666250572
1.3491207660500544	23.674313541891905
1.350590396514161	22.41174485927272
1.352063232279171	21.525875754300667
1.3535392838427946	20.842834247003594
1.3550185617486339	20.286829860318655
1.3565010765864332	19.817937516876373
1.3579868389923329	19.412522168037988
1.3594758596491228	19.080103007480666
1.3609681492864982	18.871935947532272
1.3624637186813187	18.67728088038146
1.3639625786578657	18.49449010477533
1.3654647400881057	18.32220006720311
1.3669702138919513	18.159269562879764
1.3684790110375276	18.004733874615543
1.3699911425414364	17.85777015813988
1.3715066194690264	17.717670918493766
1.3730254529346622	18.09256943501562
1.3745476541019954	18.521099409996133
1.3760732341842397	19.021208499126082
1.3776022044444443	19.62169999979853
1.379134576195773	20.373255348898606
1.3806703608017816	21.378378558467332
1.3822095696767	22.900861094119193
1.3837522142857142	26.14721969728842
1.3852983061452513	27.63102111592888
1.386847856823266	27.631021115932214
1.3884008779395296	27.63102111592888
1.3899573811659192	27.631021115932214
1.3915173782267114	27.63102111592888
1.3930808808988764	27.631021115932214
1.3946479010123733	27.63102111592888
1.3962184504504505	27.63102111592888
1.3977925411499434	24.50960588422933
1.39937018510158	22.546582812199063
1.4009513943502825	21.370019706171007
1.402536180995475	20.527089695346863
1.404124557191393	19.869793831229185
1.4057165351473921	19.33094637590365
1.4073121271282631	18.874305823469605
1.4089113454545454	18.478077660756448
1.410514202502844	18.106868178859436
1.4121207107061502	17.748243566029533
1.413730882554162	17.42794828363534
1.415344730593607	17.13857453929442
1.4169622674285713	16.874674086611307
1.4185835057208236	16.632122751640377
1.4202084581901488	16.407723353093115
1.4218371376146788	16.198947148222793
1.4234695568312283	16.069762045472036
1.4251057287356321	16.21365055739067
1.426745666283084	16.364789585743765
1.4283893824884792	16.523948789344438
1.4300368904267589	16.69202728154831
1.4316882032332563	16.870084395520195
1.4333433341040462	17.05938016933851
1.4350022962962963	17.261429485978702
1.436665103128621	17.478075797162376
1.4383317679814385	17.450123837612033
1.4400023042973287	17.422429913063873
1.4416767255813951	17.39498930302623
1.4433550454016297	17.367797415368777
1.4450372773892772	17.340849781710993
1.4467234352392064	17.314142053014727
1.4484135327102803	17.28766999537243
1.450107583625731	17.261429485978383
1.4518056018735361	17.362388489177864
1.4535076014067994	17.50062640707597
1.4552135962441313	17.645543230350853
1.4569236004700352	17.797817245546877
1.458637628235294	17.95823561921523
1.4603556937573614	18.12771902539226
1.4620778113207547	18.30735365570848
1.4638039952774498	18.49843343818982
1.4655342600472812	18.782092276725923
1.4672686201183431	19.15567963763491
1.4690070900473933	19.582496667171853
1.4707496844602608	20.080272916287285
1.4724964180522564	20.677400843798818
1.474247305588585	21.423685051426105
